"","search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches","gbif_id","orig_tiplabel"
"325","morella humilis","Morella humilis",FALSE,1,363729,FALSE,"",1,3744943,"Morella humilis"
"326","morella inodora","Morella inodora",FALSE,1,363715,FALSE,"",1,3168992,"Morella inodora"
"327","morella integra","Morella integra",FALSE,1,363717,FALSE,"",1,3745158,"Morella integra"
"328","morella javanica","Morella javanica",FALSE,1,363719,FALSE,"",1,3745150,"Morella javanica"
"329","morella kraussiana","Morella kraussiana",FALSE,1,363721,FALSE,"",1,3745130,"Morella kraussiana"
"330","morella nana","Morella nana",FALSE,1,363731,FALSE,"",1,3745083,"Morella nana"
"331","morella parvifolia","Morella parvifolia",FALSE,1,363733,FALSE,"",1,3745064,"Morella parvifolia"
"332","morella pavonis","Morella pavonis",FALSE,1,888420,FALSE,"",1,3745046,"Morella pavonis"
"333","morella pensylvanica","Morella pensylvanica",FALSE,1,642886,FALSE,"",1,3169001,"Morella pensylvanica"
"334","morella pilulifera","Morella pilulifera",FALSE,1,888418,FALSE,"",1,3745006,"Morella pilulifera"
"335","morella pubescens","Morella pubescens",FALSE,1,888416,FALSE,"",1,3744993,"Morella pubescens"
"336","morella punctata","Morella punctata",FALSE,1,888414,FALSE,"",1,3744951,"Morella punctata"
"337","morella quercifolia","Morella quercifolia",FALSE,1,660999,FALSE,"",1,3745182,"Morella quercifolia"
"338","morella rivas-martinezii","Morella rivas-martinezii",FALSE,1,661003,FALSE,"",1,3745163,"Morella rivas-martinezii"
"339","morella rubra","Morella rubra",FALSE,1,660992,FALSE,"",1,3745136,"Morella rubra"
"340","morella serrata","Morella serrata",FALSE,1,888424,FALSE,"",1,3745060,"Morella serrata"
"341","morella spathulata","Morella spathulata",FALSE,1,660987,FALSE,"",1,3745035,"Morella spathulata"
"342","myrica gale","Myrica gale",FALSE,1,79360,FALSE,"",1,5414202,"Myrica gale"
"343","myrica hartwegii","Myrica hartwegii",FALSE,1,495871,FALSE,"",1,5414208,"Myrica hartwegii"
"344","nothofagus antarctica","Nothofagus antarctica",FALSE,1,774706,FALSE,"",1,2874930,"Nothofagus antarctica"
"345","nothofagus betuloides","Nothofagus betuloides",FALSE,1,862678,FALSE,"",1,2874949,"Nothofagus betuloides"
"346","nothofagus dombeyi","Nothofagus dombeyi",FALSE,1,451236,FALSE,"",1,2874895,"Nothofagus dombeyi"
"347","nothofagus nitida","Nothofagus nitida",FALSE,1,451276,FALSE,"",1,2874982,"Nothofagus nitida"
"348","nothofagus pumilio","Nothofagus pumilio",FALSE,1,811959,FALSE,"",1,2874907,"Nothofagus pumilio"
"349","notholithocarpus densiflorus","Notholithocarpus densiflorus",FALSE,1,456637,FALSE,"",1,3906623,"Notholithocarpus densiflorus"
"350","oreomunnea mexicana","Oreomunnea mexicana",FALSE,1,722596,FALSE,"",1,7310542,"Oreomunnea mexicana"
"351","oreomunnea pterocarpa","Oreomunnea pterocarpa",FALSE,1,351762,FALSE,"",1,4205518,"Oreomunnea pterocarpa"
"352","ostrya carpinifolia","Ostrya carpinifolia",FALSE,1,389025,FALSE,"",1,5332305,"Ostrya carpinifolia"
"353","ostrya japonica","Ostrya japonica",FALSE,1,389019,FALSE,"",1,5332311,"Ostrya japonica"
"354","ostrya knowltonii","Ostrya knowltonii",FALSE,1,389021,FALSE,"",1,8256061,"Ostrya knowltonii"
"355","ostrya rehderiana","Ostrya rehderiana",FALSE,1,550609,FALSE,"",1,5332286,"Ostrya rehderiana"
"356","ostrya virginiana","Ostrya virginiana",FALSE,1,747780,FALSE,"",1,5332289,"Ostrya virginiana"
"357","ostryopsis davidiana","Ostryopsis davidiana",FALSE,1,274190,FALSE,"",1,2876094,"Ostryopsis davidiana"
"358","ostryopsis nobilis","Ostryopsis nobilis",FALSE,1,389012,FALSE,"",1,2876096,"Ostryopsis nobilis"
"359","platycarya strobilacea","Platycarya strobilacea",FALSE,1,264610,FALSE,"",1,7148630,"Platycarya strobilacea"
"360","pterocarya hupehensis","Pterocarya hupehensis",FALSE,1,258121,FALSE,"",1,4205377,"Pterocarya hupehensis"
"361","pterocarya macroptera","Pterocarya macroptera",FALSE,1,722594,FALSE,"",1,7310494,"Pterocarya macroptera"
"362","pterocarya rhoifolia","Pterocarya rhoifolia",FALSE,1,496574,FALSE,"",1,4205300,"Pterocarya rhoifolia"
"363","pterocarya stenoptera","Pterocarya stenoptera",FALSE,1,591068,FALSE,"",1,3054377,"Pterocarya stenoptera"
"364","pterocarya tonkinensis","Pterocarya tonkinensis",FALSE,1,591065,FALSE,"",1,4205741,"Pterocarya tonkinensis"
"365","quercus acuta","Quercus acuta",FALSE,1,806243,FALSE,"",4,2876863,"Quercus acuta"
"366","quercus acutifolia","Quercus acutifolia",FALSE,1,7056059,FALSE,"",1,2880727,"Quercus acutifolia"
"367","quercus acutissima","Quercus acutissima",FALSE,1,272706,FALSE,"",1,2877959,"Quercus acutissima"
"368","quercus afares","Quercus afares",FALSE,1,710721,FALSE,"",1,2878062,"Quercus afares"
"369","quercus agrifolia","Quercus agrifolia",FALSE,1,403384,FALSE,"",1,2880897,"Quercus agrifolia"
"370","quercus alba","Quercus alba",FALSE,1,791112,FALSE,"",1,2879737,"Quercus alba"
"371","quercus aliena","Quercus aliena",FALSE,1,429770,FALSE,"",1,2881654,"Quercus aliena"
"372","quercus alnifolia","Quercus alnifolia",FALSE,1,863383,FALSE,"",1,2880756,"Quercus alnifolia"
"373","quercus aquifolioides","Quercus aquifolioides",FALSE,1,3930699,FALSE,"",1,2878533,"Quercus aquifolioides"
"374","quercus argentata","Quercus argentata",FALSE,1,302763,FALSE,"",1,2880764,"Quercus argentata"
"375","quercus arizonica","Quercus arizonica",FALSE,1,926293,FALSE,"",1,2877992,"Quercus arizonica"
"376","quercus austrina","Quercus austrina",FALSE,1,117125,FALSE,"",1,2879818,"Quercus austrina"
"377","quercus austroglauca","Quercus austroglauca",FALSE,1,302759,FALSE,"",1,2881251,"Quercus austroglauca"
"378","quercus baloot","Quercus baloot",FALSE,1,863367,FALSE,"",1,2879258,"Quercus baloot"
"379","quercus baronii","Quercus baronii",FALSE,1,137334,FALSE,"",1,2880449,"Quercus baronii"
"380","quercus bicolor","Quercus bicolor",FALSE,1,1062902,FALSE,"",1,2878470,"Quercus bicolor"
"381","quercus brandegeei","Quercus brandegeei",FALSE,1,3930866,FALSE,"",1,2880008,"Quercus brandegeei"
"382","quercus buckleyi","Quercus buckleyi",FALSE,1,316110,FALSE,"",1,2879863,"Quercus buckleyi"
"383","quercus candicans","Quercus candicans",FALSE,1,3930917,FALSE,"",1,2880687,"Quercus candicans"
"384","quercus castanea","Quercus castanea",FALSE,1,3930571,FALSE,"",3,2879127,"Quercus castanea"
"385","quercus castaneifolia","Quercus castaneifolia",FALSE,1,716869,FALSE,"",2,7930013,"Quercus castaneifolia"
"386","quercus cedrosensis","Quercus cedrosensis",FALSE,1,403387,FALSE,"",1,2880835,"Quercus cedrosensis"
"387","quercus cerris","Quercus cerris",FALSE,1,520576,FALSE,"",3,5332964,"Quercus cerris"
"388","quercus chapmanii","Quercus chapmanii",FALSE,1,695025,FALSE,"",1,2879533,"Quercus chapmanii"
"389","quercus chrysolepis","Quercus chrysolepis",FALSE,1,403389,FALSE,"",1,2879984,"Quercus chrysolepis"
"390","quercus ciliaris","Quercus ciliaris",FALSE,1,514567,FALSE,"",1,2881691,"Quercus ciliaris"
"391","quercus coccifera","Quercus coccifera",FALSE,1,272695,FALSE,"",1,2879175,"Quercus coccifera"
"392","quercus cocciferoides","Quercus cocciferoides",FALSE,1,302745,FALSE,"",1,2879374,"Quercus cocciferoides"
"393","quercus cornelius-mulleri","Quercus cornelius-mulleri",FALSE,1,302743,FALSE,"",1,2880518,"Quercus cornelius-mulleri"
"394","quercus crassipes","Quercus crassipes",FALSE,1,3930698,FALSE,"",1,2879568,"Quercus crassipes"
"395","quercus crenata","Quercus crenata",FALSE,1,1065843,FALSE,"",1,2880003,"Quercus crenata"
"396","quercus cubana","Quercus cubana",FALSE,1,1056277,FALSE,"",1,2879771,"Quercus cubana"
"397","quercus dalechampii","Quercus dalechampii",FALSE,1,288819,FALSE,"",1,2880461,"Quercus dalechampii"
"398","quercus dentata","Quercus dentata",FALSE,1,429749,FALSE,"",3,2879353,"Quercus dentata"
"399","quercus douglasii","Quercus douglasii",FALSE,1,3930798,FALSE,"",1,2878266,"Quercus douglasii"
"400","quercus dumosa","Quercus dumosa",FALSE,1,554707,FALSE,"",1,2880740,"Quercus dumosa"
"401","quercus ellipsoidalis","Quercus ellipsoidalis",FALSE,1,775280,FALSE,"",1,2879276,"Quercus ellipsoidalis"
"402","quercus engelmannii","Quercus engelmannii",FALSE,1,403392,FALSE,"",1,2880771,"Quercus engelmannii"
"403","quercus engleriana","Quercus engleriana",FALSE,1,826986,FALSE,"",1,2880963,"Quercus engleriana"
"404","quercus fabri","Quercus fabri",FALSE,1,366238,FALSE,"",1,2877952,"Quercus fabri"
"405","quercus faginea","Quercus faginea",FALSE,1,381049,FALSE,"",2,2881480,"Quercus faginea"
"406","quercus falcata","Quercus falcata",FALSE,1,826988,FALSE,"",1,2880967,"Quercus falcata"
"407","quercus floribunda","Quercus floribunda",FALSE,1,63431,FALSE,"",1,2880561,"Quercus floribunda"
"408","quercus frainetto","Quercus frainetto",FALSE,1,1065845,FALSE,"",1,2879504,"Quercus frainetto"
"409","quercus franchetii","Quercus franchetii",FALSE,1,130797,FALSE,"",1,2878529,"Quercus franchetii"
"410","quercus fusiformis","Quercus fusiformis",FALSE,1,1026065,FALSE,"",1,2880509,"Quercus fusiformis"
"411","quercus gambelii","Quercus gambelii",FALSE,1,926290,FALSE,"",2,2878268,"Quercus gambelii"
"412","quercus garryana","Quercus garryana",FALSE,1,926287,FALSE,"",1,2879260,"Quercus garryana"
"413","quercus gemelliflora","Quercus gemelliflora",FALSE,1,432824,FALSE,"",1,2878443,"Quercus gemelliflora"
"414","quercus geminata","Quercus geminata",FALSE,1,403395,FALSE,"",2,2878250,"Quercus geminata"
"415","quercus gilva","Quercus gilva",FALSE,1,239491,FALSE,"",1,2879999,"Quercus gilva"
"416","quercus glauca","Quercus glauca",FALSE,1,429780,FALSE,"",4,2876873,"Quercus glauca"
"417","quercus griffithii","Quercus griffithii",FALSE,1,826976,FALSE,"",1,2879545,"Quercus griffithii"
"418","quercus guyavifolia","Quercus guyavifolia",FALSE,1,3930897,FALSE,"",1,2878184,"Quercus guyavifolia"
"419","quercus hartwissiana","Quercus hartwissiana",FALSE,1,838026,FALSE,"",1,2880048,"Quercus hartwissiana"
"420","quercus hemisphaerica","Quercus hemisphaerica",FALSE,1,432880,FALSE,"",3,2877348,"Quercus hemisphaerica"
"421","quercus hondae","Quercus hondae",FALSE,1,806240,FALSE,"",1,2878672,"Quercus hondae"
"422","quercus hypargyrea","Quercus hypargyrea",FALSE,1,7056078,FALSE,"",2,2879289,"Quercus hypargyrea"
"423","quercus ilex","Quercus ilex",FALSE,1,272692,FALSE,"",2,2879098,"Quercus ilex"
"424","quercus ilicifolia","Quercus ilicifolia",FALSE,1,528690,FALSE,"",3,2878190,"Quercus ilicifolia"
"425","quercus imbricaria","Quercus imbricaria",FALSE,1,1003203,FALSE,"",2,2881106,"Quercus imbricaria"
"426","quercus incana","Quercus incana",FALSE,1,833753,FALSE,"",2,2878060,"Quercus incana"
"427","quercus infectoria","Quercus infectoria",FALSE,1,426503,FALSE,"",1,2881010,"Quercus infectoria"
"428","quercus insignis","Quercus insignis",FALSE,1,826981,FALSE,"",1,2880526,"Quercus insignis"
"429","quercus ithaburensis","Quercus ithaburensis",FALSE,1,492252,FALSE,"",1,2878323,"Quercus ithaburensis"
"430","quercus kelloggii","Quercus kelloggii",FALSE,1,403375,FALSE,"",1,2878586,"Quercus kelloggii"
"431","quercus laeta","Quercus laeta",FALSE,1,403378,FALSE,"",1,2879073,"Quercus laeta"
"432","quercus laevis","Quercus laevis",FALSE,1,826983,FALSE,"",1,2878626,"Quercus laevis"
"433","quercus lamellosa","Quercus lamellosa",FALSE,1,826996,FALSE,"",1,2878270,"Quercus lamellosa"
"434","quercus laurifolia","Quercus laurifolia",FALSE,1,691464,FALSE,"",1,2877708,"Quercus laurifolia"
"435","quercus libani","Quercus libani",FALSE,1,715222,FALSE,"",1,2880837,"Quercus libani"
"436","quercus lobata","Quercus lobata",FALSE,1,106849,FALSE,"",1,2878373,"Quercus lobata"
"437","quercus longispica","Quercus longispica",FALSE,1,827000,FALSE,"",1,2881102,"Quercus longispica"
"438","quercus lusitanica","Quercus lusitanica",FALSE,1,288802,FALSE,"",1,2881060,"Quercus lusitanica"
"439","quercus lyrata","Quercus lyrata",FALSE,1,432818,FALSE,"",2,2878378,"Quercus lyrata"
"440","quercus macranthera","Quercus macranthera",FALSE,1,473138,FALSE,"",1,2878554,"Quercus macranthera"
"441","quercus macrocarpa","Quercus macrocarpa",FALSE,1,37377,FALSE,"",2,2878213,"Quercus macrocarpa"
"442","quercus margarettiae","Quercus margarettiae",FALSE,1,695018,FALSE,"",1,6045206,"Quercus margarettiae"
"443","quercus marilandica","Quercus marilandica",FALSE,1,137331,FALSE,"",1,2881630,"Quercus marilandica"
"444","quercus merrillii","Quercus merrillii",FALSE,1,252512,FALSE,"",1,2878228,"Quercus merrillii"
"445","quercus michauxii","Quercus michauxii",FALSE,1,117129,FALSE,"",1,2880340,"Quercus michauxii"
"446","quercus minima","Quercus minima",FALSE,1,117134,FALSE,"",1,2879040,"Quercus minima"
"447","quercus miyagii","Quercus miyagii",FALSE,1,239489,FALSE,"",1,2880493,"Quercus miyagii"
"448","quercus mongolica","Quercus mongolica",FALSE,1,429751,FALSE,"",1,2879685,"Quercus mongolica"
"449","quercus monimotricha","Quercus monimotricha",FALSE,1,252510,FALSE,"",1,2878395,"Quercus monimotricha"
"450","quercus montana","Quercus montana",FALSE,1,252507,FALSE,"",1,2881118,"Quercus montana"
"451","quercus myrsinifolia","Quercus myrsinifolia",FALSE,1,165073,FALSE,"",2,2878564,"Quercus myrsinifolia"
"452","quercus myrtifolia","Quercus myrtifolia",FALSE,1,691462,FALSE,"",1,2878545,"Quercus myrtifolia"
"453","quercus nigra","Quercus nigra",FALSE,1,691458,FALSE,"",2,2879328,"Quercus nigra"
"454","quercus oidocarpa","Quercus oidocarpa",FALSE,1,432820,FALSE,"",1,2878121,"Quercus oidocarpa"
"455","quercus oleoides","Quercus oleoides",FALSE,1,252505,FALSE,"",1,2878086,"Quercus oleoides"
"456","quercus palmeri","Quercus palmeri",FALSE,1,106852,FALSE,"",1,2880352,"Quercus palmeri"
"457","quercus palustris","Quercus palustris",FALSE,1,538292,FALSE,"",2,8313153,"Quercus palustris"
"458","quercus pannosa","Quercus pannosa",FALSE,1,403879,FALSE,"",2,2878483,"Quercus pannosa"
"459","quercus phillyraeoides","Quercus phillyraeoides",FALSE,1,106844,FALSE,"",1,7274465,"Quercus phillyraeoides"
"460","quercus pontica","Quercus pontica",FALSE,1,863372,FALSE,"",1,2881057,"Quercus pontica"
"461","quercus pubescens","Quercus pubescens",FALSE,1,426505,FALSE,"",2,2881283,"Quercus pubescens"
"462","quercus pumila","Quercus pumila",FALSE,1,691482,FALSE,"",3,2878192,"Quercus pumila"
"463","quercus pyrenaica","Quercus pyrenaica",FALSE,1,716878,FALSE,"",2,2878826,"Quercus pyrenaica"
"464","quercus rehderiana","Quercus rehderiana",FALSE,1,252516,FALSE,"",1,2880442,"Quercus rehderiana"
"465","quercus robur","Quercus robur",FALSE,1,239659,FALSE,"",1,2878688,"Quercus robur"
"466","quercus rotundifolia","Quercus rotundifolia",FALSE,1,979611,FALSE,"",1,2881550,"Quercus rotundifolia"
"467","quercus rubra","Quercus rubra",FALSE,1,791115,FALSE,"",1,2880539,"Quercus rubra"
"468","quercus rugosa","Quercus rugosa",FALSE,1,106847,FALSE,"",1,8386328,"Quercus rugosa"
"469","quercus salicina","Quercus salicina",FALSE,1,429778,FALSE,"",1,2879582,"Quercus salicina"
"470","quercus senescens","Quercus senescens",FALSE,1,252521,FALSE,"",1,2880336,"Quercus senescens"
"471","quercus serrata","Quercus serrata",FALSE,1,429766,FALSE,"",2,2879649,"Quercus serrata"
"472","quercus sessilifolia","Quercus sessilifolia",FALSE,1,429756,FALSE,"",1,2881614,"Quercus sessilifolia"
"473","quercus shumardii","Quercus shumardii",FALSE,1,691478,FALSE,"",1,2878289,"Quercus shumardii"
"474","quercus sinuata","Quercus sinuata",FALSE,1,1026068,FALSE,"",2,2879488,"Quercus sinuata"
"475","quercus spinosa","Quercus spinosa",FALSE,1,252519,FALSE,"",1,2879155,"Quercus spinosa"
"476","quercus stellata","Quercus stellata",FALSE,1,316112,FALSE,"",1,8879961,"Quercus stellata"
"477","quercus suber","Quercus suber",FALSE,1,272709,FALSE,"",1,2879411,"Quercus suber"
"478","quercus texana","Quercus texana",FALSE,1,7056149,FALSE,"",2,2878115,"Quercus texana"
"479","quercus tomentella","Quercus tomentella",FALSE,1,71501,FALSE,"",1,2878206,"Quercus tomentella"
"480","quercus trojana","Quercus trojana",FALSE,1,803636,FALSE,"",1,2879774,"Quercus trojana"
"481","quercus turbinella","Quercus turbinella",FALSE,1,925295,FALSE,"",1,2878247,"Quercus turbinella"
"482","quercus vacciniifolia","Quercus vacciniifolia",FALSE,1,106839,FALSE,"",1,2881649,"Quercus vacciniifolia"
"483","quercus valdinervosa","Quercus valdinervosa",FALSE,1,978509,FALSE,"",1,2880684,"Quercus valdinervosa"
"484","quercus variabilis","Quercus variabilis",FALSE,1,429764,FALSE,"",1,2879787,"Quercus variabilis"
"485","quercus velutina","Quercus velutina",FALSE,1,581813,FALSE,"",2,8086561,"Quercus velutina"
"486","quercus virginiana","Quercus virginiana",FALSE,1,272703,FALSE,"",1,2878092,"Quercus virginiana"
"487","quercus wislizeni","Quercus wislizeni",FALSE,1,470257,FALSE,"",1,2878384,"Quercus wislizeni"
"488","quercus x morisii","Quercus x morisii",FALSE,1,3930607,FALSE,"hybrid",1,2880445,"Quercus x morisii"
"489","rhoiptelea chiliantha","Rhoiptelea chiliantha",FALSE,1,71508,FALSE,"",1,3873573,"Rhoiptelea chiliantha"
"490","ticodendron incognitum","Ticodendron incognitum",FALSE,1,71491,FALSE,"",1,2876662,"Ticodendron incognitum"
"491","trigonobalanus","Trigonobalanus",FALSE,1,71489,FALSE,"",1,2876665,"Trigonobalanus"
"492","trisyngyne aequilateralis","Trisyngyne aequilateralis",FALSE,1,1023551,FALSE,"",1,2874977,"Trisyngyne aequilateralis"
"493","trisyngyne balansae","Trisyngyne balansae",FALSE,1,774729,FALSE,"",1,2874946,"Trisyngyne balansae"
"494","trisyngyne brassii","Trisyngyne brassii",FALSE,1,774721,FALSE,"",1,2874966,"Trisyngyne brassii"
"495","trisyngyne codonandra","Trisyngyne codonandra",FALSE,1,774718,FALSE,"",1,2874996,"Trisyngyne codonandra"
"496","trisyngyne discoidea","Trisyngyne discoidea",FALSE,1,862657,FALSE,"",1,2874944,"Trisyngyne discoidea"
"497","trisyngyne grandis","Trisyngyne grandis",FALSE,1,451191,FALSE,"",1,2874906,"Trisyngyne grandis"
"498","trisyngyne perryi","Trisyngyne perryi",FALSE,1,237413,FALSE,"",1,2874903,"Trisyngyne perryi"
"499","trisyngyne resinosa","Trisyngyne resinosa",FALSE,1,811957,FALSE,"",1,2874913,"Trisyngyne resinosa"
